idx,L,S,C,D,F_score,text
9508,2.0,0.856279730796814,0.9276931603749593,0.0,1.1993064705530803,<par. 1.34> Poca favilla gran fiamma seconda:
228,2.0,0.8632956147193909,0.8946279889061337,0.0,1.1969029666128612,<inf. 2.93> né fiamma d'esto incendio non m'assale.
10481,2.0,0.8618840575218201,0.8831596380188351,0.0,1.1937623621168592,"<par. 8.16> E come in fiamma favilla si vede,"
7665,1.5,0.8708155155181885,0.9098135687056041,0.0,1.079452023052034,"<purg. 21.94> Al mio ardor fuor seme le faville,"
13453,1.5,0.8593114614486694,0.9069967133658273,0.0,1.0719862195423673,<par. 28.91> L'incendio suo seguiva ogne scintilla;
8531,1.5,0.8441866636276245,0.9161147049495152,0.0,1.0647349391664778,"<purg. 27.96> che di foco d'amor par sempre ardente,"
12344,1.0,0.8839131593704224,0.9117672749928065,0.0,0.9627013506208146,<par. 20.148> con le parole mover le fiammette.
8260,1.0,0.8752138018608093,0.9223127529734657,0.0,0.9595908317111788,"<purg. 25.112> Quivi la ripa fiamma in fuor balestra,"
13013,1.0,0.8764045238494873,0.9128253022829692,0.0,0.9584077747662861,<par. 25.80> di quello incendio tremolava un lampo
1788,1.0,0.8782240152359009,0.9046876288595653,0.0,0.9578719349134537,"<inf. 14.33> fiamme cadere infino a terra salde,"
3517,1.0,0.8646629452705383,0.9453300714492798,0.0,0.9578637814521789,<inf. 26.85> Lo maggior corno de la fiamma antica
9187,1.0,0.8737496137619019,0.9112549429848079,0.0,0.9565007568541026,<purg. 32.18> col sole e con le sette fiamme al volto.
1784,1.0,0.8754170536994934,0.9054588533583141,0.0,0.9563420028913588,"<inf. 14.29> piovean di foco dilatate falde,"
12680,1.0,0.8726877570152283,0.9103906018393381,0.0,0.9556907745770046,<par. 23.40> Come foco di nube si diserra
3463,1.0,0.8623283505439758,0.9395207643508912,0.0,0.9553011631965638,<inf. 26.31> di tante fiamme tutta risplendea
1936,1.0,0.8728126883506775,0.8998410111381894,0.0,0.9536558152380443,<inf. 15.39> sanz'arrostarsi quando 'l foco il feggia.
9554,1.0,0.8638803362846375,0.9234713037808736,0.0,0.9530224625269572,"<par. 1.80> de la fiamma del sol, che pioggia o fiume"
3508,1.0,0.8587341904640198,0.9389014720916748,0.0,0.9530208086967469,<inf. 26.76> Poi che la fiamma fu venuta quivi
3490,1.0,0.858959972858429,0.9355470418930054,0.0,0.9524853920936585,<inf. 26.58> e dentro da la lor fiamma si geme
1024,1.0,0.8653854131698608,0.9150874030022395,0.0,0.9522487285023643,"<inf. 8.73> fossero"". Ed ei mi disse: ""Il foco etterno"
1023,1.0,0.865938663482666,0.9133567225365412,0.0,0.9522345425969079,<inf. 8.72> vermiglie come se di foco uscite
9534,1.0,0.8636309504508972,0.9171049316724141,0.0,0.951599556605021,<par. 1.60> com'ferro che bogliente esce del foco;
8912,1.0,0.8686231374740601,0.9019219585827418,0.0,0.9515582742009844,<purg. 30.33> vestita di color di fiamma viva.
12810,1.0,0.8639240264892578,0.9157660768145607,0.0,0.9515076312564669,"<par. 24.31> Poscia fermato, il foco benedetto"
13700,1.0,0.8657959699630737,0.9094608732632228,0.0,0.9513697566304888,"<par. 30.54> per far disposto a sua fiamma il candelo""."
9279,1.0,0.8683978319168091,0.898018539519537,0.0,0.9506424070539928,"<purg. 32.110> foco di spessa nube, quando piove"
12013,1.0,0.8671268224716187,0.8989109107426234,0.0,0.9500582756314959,"<par. 18.101> surgono innumerabili faville,"
3474,1.0,0.8572747707366943,0.9279910206794739,0.0,0.9499630665779114,<inf. 26.42> e ogne fiamma un peccatore invola.
3496,1.0,0.8526629209518433,0.9384521126747132,0.0,0.9492881751060486,"<inf. 26.64> ""S'ei posson dentro da quelle faville"
12148,1.0,0.8626884818077087,0.9076285816374279,0.0,0.9491388054121108,<par. 19.100> Poi si quetaro quei lucenti incendi
12759,1.0,0.8628135919570923,0.9044438464300973,0.0,0.9485769244602749,<par. 23.119> di seguitar la coronata fiamma
3637,1.0,0.8614161014556885,0.9082870500428336,0.0,0.9485070708819798,<inf. 27.63> questa fiamma staria sanza più scosse;
12925,1.0,0.8568673133850098,0.9218303129786537,0.0,0.9484864506267365,"<par. 24.146> che si dilata in fiamma poi vivace,"
2032,1.0,0.8633517622947693,0.9012610622814723,0.0,0.9482632698331561,"<inf. 16.11> ricenti e vecchie, da le fiamme incese!"
1386,1.0,0.8660160899162292,0.8927408757663908,0.0,0.9481578291030157,"<inf. 11.36> ruine, incendi e tollette dannose;"
8421,1.0,0.860655665397644,0.9079326107388451,0.0,0.9479799213863555,"<purg. 26.134> che presso avea, disparve per lo foco,"
